Date,Temperature_C,pH,Dissolved_Oxygen_mg_L,Ammonia_mg_L,Nitrate_mg_L,Turbidity_NTU,Feed_Intake_Percent,Growth_Rate_g_week,Mortality_Count_per_day,Disease_Outbreak
2022-11-17,26.19,6.74,6.58,0.39,24.4,35.82,82.9,1.34,5,0
2022-11-18,27.19,7.7,7.29,0.56,27.79,52.68,66.4,1.61,18,0
2022-11-19,24.36,8.15,6.39,0.32,24.58,39.27,56.8,1.48,12,0
2022-11-20,30.18,6.82,7.23,0.01,36.74,18.92,83.9,1.57,16,1
2022-11-21,23.99,6.78,6.6,0.63,19.94,39.21,96.6,1.23,8,0
2022-11-22,23.57,7.73,3.54,0.85,26.69,65.56,87.1,1.97,16,1
2022-11-23,28.32,7.79,5.09,0.01,9.08,58.7,80.0,1.03,1,0
2022-11-24,27.58,6.74,6.28,1.63,16.13,39.07,71.2,1.7,18,1
2022-11-25,27.25,6.79,4.69,0.42,26.96,54.27,63.6,1.97,18,0
2022-11-26,27.26,6.86,7.4,0.52,28.49,34.5,92.5,1.69,6,1
2022-11-27,25.98,6.33,8.8,1.07,17.06,14.44,93.7,1.42,9,0
2022-11-28,24.21,6.54,8.33,0.69,19.28,26.13,56.8,1.29,9,0
2022-11-29,26.15,6.5,6.18,1.26,4.82,63.44,100.0,1.91,19,1
2022-11-30,24.65,6.62,8.74,0.73,16.43,35.89,88.6,0.93,8,0
2022-12-01,27.95,6.98,6.72,0.01,28.9,36.35,100.0,1.11,16,1
2022-12-02,25.71,7.12,5.99,0.79,25.75,35.5,59.9,1.34,14,0
2022-12-03,24.35,7.78,5.58,0.01,25.01,68.56,59.5,2.0,1,0
2022-12-04,25.36,6.5,6.05,0.59,20.5,64.39,77.8,1.65,3,0
2022-12-05,26.83,7.49,5.92,0.47,20.07,73.28,87.5,1.11,18,0
2022-12-06,24.87,6.89,6.76,0.33,13.4,37.61,100.0,1.38,16,0
2022-12-07,24.36,6.98,6.74,0.4,26.99,44.43,90.6,1.25,4,0
2022-12-08,26.49,7.34,6.5,0.01,24.21,17.25,76.4,1.22,6,0
2022-12-09,26.49,6.44,7.16,0.06,24.92,62.15,64.6,1.89,17,1
2022-12-10,24.99,7.19,8.29,0.57,14.74,22.48,98.5,0.95,6,0
2022-12-11,25.06,7.08,7.92,0.63,0.0,43.25,65.5,2.14,16,0
2022-12-12,26.46,7.25,4.27,0.01,30.97,23.54,100.0,1.83,6,0
2022-12-13,23.1,7.14,2.67,1.51,15.21,31.17,75.7,1.94,3,1
2022-12-14,23.19,8.23,7.9,0.01,11.37,27.44,100.0,1.31,7,0
2022-12-15,24.56,6.68,4.45,1.28,26.93,30.88,90.2,1.44,12,0
2022-12-16,25.57,6.73,6.16,0.84,16.08,31.91,77.9,0.93,3,0
2022-12-17,26.62,6.69,4.74,0.01,30.6,31.78,72.2,1.29,5,1
2022-12-18,28.95,6.72,3.8,1.92,26.17,52.5,74.9,1.7,4,1
2022-12-19,27.72,6.68,7.31,0.01,26.84,23.43,86.4,2.02,11,0
2022-12-20,25.68,7.59,7.64,1.24,6.34,43.31,81.2,1.06,3,0
2022-12-21,25.96,7.71,5.64,1.3,32.12,58.27,71.1,1.35,8,1
2022-12-22,23.99,6.71,2.61,0.01,22.61,32.3,77.5,1.44,3,0
2022-12-23,25.96,6.58,5.68,1.61,16.31,29.23,81.2,0.94,18,0
2022-12-24,25.42,7.24,7.09,0.3,21.43,36.54,48.1,1.74,13,1
2022-12-25,26.65,6.72,4.28,0.73,2.24,57.7,86.9,1.21,4,0
2022-12-26,24.35,7.32,6.78,0.71,24.09,42.91,65.3,1.42,17,1
2022-12-27,27.04,7.1,6.48,0.39,9.71,32.03,62.7,1.32,9,0
2022-12-28,29.07,6.24,7.37,1.15,6.47,47.26,54.7,1.18,18,1
2022-12-29,25.78,7.77,6.68,1.13,4.78,23.47,53.1,1.5,11,1
2022-12-30,26.8,7.9,5.04,0.01,31.13,50.22,59.7,1.41,17,1
2022-12-31,27.38,6.69,8.29,1.54,13.71,46.13,69.4,1.35,16,1
2023-01-01,25.2,6.81,6.26,0.01,35.34,35.38,100.0,1.21,10,0
2023-01-02,26.45,7.14,6.46,1.33,14.64,27.42,72.1,1.63,2,0
2023-01-03,26.03,7.17,5.1,1.4,2.93,26.7,82.7,2.16,16,1
2023-01-04,26.2,7.33,5.84,0.01,8.83,48.02,86.0,1.56,0,0
2023-01-05,24.45,8.01,5.17,0.17,32.36,58.43,82.0,1.9,14,0
2023-01-06,26.05,6.91,6.24,0.01,18.44,30.44,78.8,0.94,8,0
2023-01-07,27.0,6.6,9.07,0.33,14.52,46.88,62.1,1.56,14,0
2023-01-08,28.9,6.31,4.44,0.25,21.6,8.69,100.0,1.06,2,0
2023-01-09,27.92,6.63,4.08,1.12,25.02,31.23,100.0,0.91,18,0
2023-01-10,30.31,6.98,8.71,1.55,31.17,39.53,54.8,1.2,12,1
2023-01-11,24.47,7.9,6.19,1.62,34.48,26.35,64.6,1.98,11,0
2023-01-12,27.74,6.74,5.5,0.05,16.4,25.95,75.8,1.88,19,1
2023-01-13,26.37,7.11,8.06,0.33,6.74,29.98,65.5,1.6,0,0
2023-01-14,30.38,6.99,5.59,0.01,15.87,44.38,87.6,0.89,16,1
2023-01-15,24.38,7.59,9.24,0.01,22.6,37.19,69.1,1.42,12,1
2023-01-16,24.32,8.26,7.52,1.27,10.36,6.43,100.0,1.62,0,1
2023-01-17,24.8,6.73,5.77,1.79,10.43,8.19,97.9,1.57,9,0
2023-01-18,21.75,6.76,9.74,0.01,23.44,30.9,83.2,0.76,14,0
2023-01-19,24.95,7.52,5.59,0.03,19.51,46.87,95.4,1.14,6,0
2023-01-20,24.48,7.34,7.61,0.48,20.33,2.0,96.6,1.47,17,0
2023-01-21,26.3,7.92,6.95,0.72,12.42,32.5,71.5,1.71,15,0
2023-01-22,26.68,7.29,8.45,0.01,17.7,32.11,67.8,0.62,13,1
2023-01-23,29.75,6.82,8.84,0.84,10.76,60.83,81.2,1.44,17,1
2023-01-24,27.9,7.3,6.55,0.12,28.9,34.22,92.9,1.56,6,0
2023-01-25,24.85,7.55,5.37,0.49,30.35,45.74,82.1,1.84,16,0
2023-01-26,24.2,7.41,7.19,0.94,1.54,42.12,56.3,1.78,17,0
2023-01-27,26.98,7.25,5.48,0.51,10.7,8.04,68.0,1.73,11,0
2023-01-28,23.36,7.53,9.52,0.15,5.03,51.52,78.9,1.18,7,0
2023-01-29,29.66,7.58,6.7,0.41,13.5,43.23,78.9,0.74,1,0
2023-01-30,28.36,7.69,5.95,0.43,19.17,47.62,100.0,1.34,6,0
2023-01-31,25.06,7.32,6.78,0.2,5.5,98.89,59.2,1.9,3,0
2023-02-01,22.57,6.92,4.48,0.29,10.78,8.74,87.6,2.06,17,1
2023-02-02,28.71,7.07,5.04,1.78,9.96,65.87,100.0,1.78,5,0
2023-02-03,25.77,7.6,8.3,0.95,22.07,35.69,100.0,1.67,8,0
2023-02-04,28.48,6.59,5.51,0.26,20.69,44.31,73.9,1.65,8,0
2023-02-05,22.81,7.18,4.93,1.06,12.78,39.32,87.4,1.28,13,0
2023-02-06,24.8,6.8,7.3,0.23,21.77,33.64,88.5,1.45,7,0
2023-02-07,26.01,7.01,8.28,1.44,14.53,31.45,82.9,2.17,18,1
2023-02-08,26.09,7.64,7.58,0.8,17.28,44.94,78.5,1.12,2,0
2023-02-09,25.1,7.1,7.99,0.41,36.73,17.24,86.5,2.15,17,0
2023-02-10,27.25,7.02,5.36,0.86,33.4,51.26,42.0,1.37,4,0
2023-02-11,23.86,6.32,4.37,0.01,7.0,33.76,90.2,2.03,13,0
2023-02-12,25.72,7.37,8.75,0.01,28.3,23.05,81.9,0.94,3,0
2023-02-13,26.24,7.32,6.02,0.01,28.11,33.25,76.7,1.73,6,0
2023-02-14,27.03,8.08,6.12,0.61,8.52,58.86,100.0,1.21,19,0
2023-02-15,27.42,6.85,8.49,1.89,28.19,31.97,69.9,0.93,11,0
2023-02-16,23.75,7.11,7.33,2.29,35.38,45.38,74.0,1.59,1,0
2023-02-17,22.93,7.12,7.18,1.01,8.77,29.04,100.0,1.9,10,0
2023-02-18,28.56,7.79,9.75,0.9,10.82,51.37,67.5,1.16,13,0
2023-02-19,26.66,6.95,5.53,0.01,30.18,50.28,71.7,0.9,15,0
2023-02-20,24.5,7.14,7.89,0.07,22.71,67.73,77.8,1.46,19,1
2023-02-21,29.1,7.3,6.59,0.01,25.51,37.37,92.6,1.47,5,0
2023-02-22,26.23,7.09,6.9,0.01,23.41,50.03,83.1,1.72,3,0
2023-02-23,28.36,6.78,8.79,0.37,23.91,41.47,60.6,1.88,14,0
2023-02-24,26.14,7.1,7.26,0.12,6.74,59.44,72.0,1.48,0,0
2023-02-25,30.12,7.54,7.31,0.01,30.47,29.22,70.9,2.24,6,0
2023-02-26,29.51,6.49,8.11,1.1,31.7,51.18,78.8,1.59,11,1
2023-02-27,25.5,7.07,5.95,0.01,17.71,37.08,86.4,1.36,9,0
2023-02-28,27.94,6.65,5.24,0.69,19.57,39.04,86.3,0.86,4,0
2023-03-01,27.29,7.6,4.93,2.16,4.69,41.38,53.4,1.39,11,0
2023-03-02,28.74,6.24,3.55,0.01,25.14,43.78,96.0,1.37,17,1
2023-03-03,24.07,6.72,9.58,0.01,25.72,38.26,83.8,1.88,9,0
2023-03-04,27.37,7.19,4.85,0.27,19.38,43.22,100.0,1.68,5,0
2023-03-05,28.12,7.78,6.17,1.38,31.24,63.67,86.7,1.03,11,0
2023-03-06,22.48,6.97,6.08,2.07,16.66,54.78,96.5,1.57,6,0
2023-03-07,23.63,6.72,6.96,0.01,25.65,53.04,87.0,1.77,17,0
2023-03-08,21.92,7.94,7.72,0.9,9.8,33.17,100.0,2.11,1,0
2023-03-09,25.46,6.28,7.79,0.13,19.76,26.66,87.8,1.86,9,0
2023-03-10,27.44,5.9,5.63,0.42,18.26,54.33,78.5,1.8,14,0
2023-03-11,29.0,7.22,6.25,2.62,22.25,53.14,100.0,1.52,11,1
2023-03-12,26.15,6.75,6.92,0.01,16.3,62.09,93.3,1.66,16,1
2023-03-13,29.26,6.49,6.13,0.7,18.69,30.94,88.6,2.0,3,0
2023-03-14,23.24,7.35,8.91,0.87,28.26,36.56,60.9,0.97,6,0
2023-03-15,22.59,7.12,7.24,1.37,15.63,15.41,60.7,1.36,8,1
2023-03-16,25.89,6.72,7.6,0.58,3.93,34.11,84.4,1.19,18,1
2023-03-17,26.77,6.36,7.49,0.75,37.5,54.95,82.2,1.65,6,0
2023-03-18,25.93,7.44,8.26,0.19,33.81,33.0,70.8,1.99,1,0
2023-03-19,21.87,7.33,6.77,0.72,7.08,49.61,82.1,1.26,5,0
2023-03-20,25.82,6.95,4.55,0.23,26.9,37.14,100.0,0.54,17,0
2023-03-21,23.39,7.92,7.1,1.0,14.97,44.86,90.4,1.34,5,0
2023-03-22,27.34,6.46,5.52,0.2,22.63,22.78,62.9,1.87,12,0
2023-03-23,26.73,6.24,5.71,0.8,22.94,41.28,78.3,1.72,18,0
2023-03-24,24.12,6.65,7.38,0.48,17.66,2.0,67.9,1.67,1,0
2023-03-25,24.97,6.98,8.36,1.4,12.16,37.2,74.2,1.39,11,0
2023-03-26,23.88,7.12,6.53,0.46,13.09,15.54,73.8,0.99,14,0
2023-03-27,25.87,6.88,6.96,0.01,10.84,58.09,72.8,1.71,13,0
2023-03-28,27.91,7.18,9.05,1.51,11.68,51.66,61.2,1.17,5,0
2023-03-29,24.03,6.37,6.86,0.01,19.33,47.0,78.1,2.37,17,1
2023-03-30,27.01,7.72,10.0,0.01,12.84,62.82,71.6,1.73,4,0
2023-03-31,24.94,6.96,7.35,0.02,26.82,25.77,36.1,1.27,17,1
2023-04-01,24.41,7.56,3.86,1.6,34.87,66.21,100.0,1.26,2,0
2023-04-02,25.79,7.17,7.63,0.01,14.2,53.98,96.3,1.46,2,0
2023-04-03,23.93,7.23,7.07,3.01,22.39,36.45,74.4,1.4,9,1
2023-04-04,24.89,7.28,8.43,1.34,25.0,57.03,80.3,1.95,18,1
2023-04-05,23.6,7.22,7.51,0.68,24.72,23.41,62.4,1.57,2,0
2023-04-06,29.93,7.32,6.29,0.46,20.76,27.63,100.0,1.21,11,0
2023-04-07,26.07,7.66,4.66,0.73,27.43,30.87,100.0,2.26,15,0
2023-04-08,24.6,7.1,6.19,0.92,24.82,32.07,82.4,1.52,16,0
2023-04-09,26.43,7.35,5.22,1.02,7.62,24.15,95.4,1.81,6,0
2023-04-10,25.78,6.96,5.63,0.94,28.69,58.35,82.6,1.26,12,0
2023-04-11,25.56,7.72,7.38,0.57,28.87,36.12,59.9,1.65,1,0
2023-04-12,27.23,6.66,9.0,0.34,12.37,45.29,73.8,1.62,3,0
2023-04-13,27.52,7.9,7.09,0.38,20.38,31.44,82.0,0.74,9,0
2023-04-14,24.94,6.98,4.71,0.34,26.83,12.69,73.2,2.31,6,0
2023-04-15,24.85,6.28,7.17,1.41,17.91,44.05,76.7,2.02,16,1
2023-04-16,25.45,7.06,8.29,0.97,30.73,11.32,78.6,1.34,19,0
2023-04-17,21.4,6.66,5.59,0.01,43.64,38.97,78.8,1.06,5,0
2023-04-18,22.97,7.42,6.3,1.02,12.14,19.48,80.8,1.64,18,1
2023-04-19,28.73,6.67,6.52,0.66,6.19,69.81,64.1,1.53,4,0
2023-04-20,29.29,6.78,5.32,0.49,23.04,53.67,69.2,1.64,9,0
2023-04-21,25.5,6.06,7.47,0.19,27.22,41.59,60.7,1.58,8,0
2023-04-22,27.15,6.77,6.32,1.4,17.69,58.96,94.7,1.7,12,1
2023-04-23,26.62,5.79,7.13,1.26,34.53,27.31,48.4,2.08,18,1
2023-04-24,32.16,6.21,5.17,0.01,6.61,48.15,97.3,1.73,5,1
2023-04-25,28.24,7.38,5.84,0.83,26.93,43.0,100.0,1.08,3,1
2023-04-26,25.74,7.39,7.58,0.01,13.94,43.96,75.5,2.05,2,1
2023-04-27,24.09,7.21,5.94,0.01,37.19,59.09,41.0,2.16,2,0
2023-04-28,22.79,6.52,9.09,0.01,39.93,50.99,74.6,2.76,3,0
2023-04-29,26.41,6.98,5.9,1.19,12.33,44.33,79.0,1.05,4,1
2023-04-30,24.49,7.0,6.84,1.26,14.5,15.18,64.8,1.6,7,0
2023-05-01,23.16,6.42,7.9,0.91,28.6,25.6,72.3,0.67,15,1
2023-05-02,24.71,7.75,4.37,1.08,16.13,38.16,100.0,1.72,2,0
2023-05-03,23.84,7.44,3.86,0.91,19.55,41.4,90.0,1.28,11,0
2023-05-04,29.37,6.89,4.21,0.01,20.25,23.05,66.1,2.27,7,0
2023-05-05,27.76,7.01,8.39,0.85,0.8,76.18,56.0,1.19,12,0
2023-05-06,25.98,7.1,5.67,1.14,19.86,62.75,75.1,0.82,3,0
2023-05-07,28.96,5.98,10.0,1.1,13.1,49.03,76.8,1.31,13,1
2023-05-08,26.15,6.88,5.65,1.45,15.07,41.08,87.4,0.71,13,0
2023-05-09,24.28,6.66,6.78,1.07,34.44,36.82,72.0,1.8,12,0
2023-05-10,29.05,6.5,8.81,0.78,7.43,25.72,87.7,0.67,5,0
2023-05-11,27.08,6.86,9.51,1.36,28.13,41.16,100.0,1.51,16,1
2023-05-12,23.93,7.9,9.59,0.48,17.21,43.87,92.2,0.67,3,0
2023-05-13,25.62,7.32,8.31,0.01,17.2,21.37,79.3,1.37,7,0
2023-05-14,24.25,6.71,8.04,0.37,27.9,45.01,77.3,2.16,16,1
2023-05-15,23.23,7.29,7.39,0.01,23.4,37.67,74.6,1.64,2,0
2023-05-16,25.21,7.1,7.92,0.37,5.62,48.8,95.1,1.56,2,0
2023-05-17,28.5,6.5,6.66,0.28,9.18,21.69,78.0,1.06,4,0
2023-05-18,26.19,7.28,7.94,0.17,8.66,29.81,78.6,1.95,3,0
2023-05-19,24.92,7.07,8.82,0.76,7.65,17.84,83.8,1.61,4,0
2023-05-20,27.98,6.88,6.48,0.01,29.46,38.27,91.1,1.97,2,0
2023-05-21,28.82,6.55,9.15,0.02,14.33,23.01,93.1,2.11,5,0
2023-05-22,30.28,6.72,6.9,0.03,5.94,35.46,84.4,1.73,4,0
2023-05-23,31.9,6.0,4.18,3.81,58.4,91.24,46.2,0.78,37,1
2023-05-24,24.23,6.92,8.19,0.31,5.02,24.1,76.3,1.55,4,0
2023-05-25,33.0,8.49,2.62,3.44,82.05,65.18,59.9,0.46,11,1
2023-05-26,26.79,7.09,7.45,0.8,12.26,36.89,73.3,1.47,5,0
2023-05-27,28.69,6.7,6.65,0.01,22.73,37.1,85.1,1.59,3,0
2023-05-28,25.55,6.9,8.72,0.51,21.66,31.19,72.7,1.6,8,0
2023-05-29,33.0,5.96,3.66,1.02,57.24,79.21,50.8,0.69,18,1
2023-05-30,33.0,6.1,3.8,2.08,74.41,77.81,49.1,0.45,39,1
2023-05-31,26.62,7.26,7.14,0.3,28.84,30.11,82.4,2.5,3,0
2023-06-01,26.75,7.22,6.82,0.15,30.53,22.68,92.8,1.76,6,0
2023-06-02,24.48,7.11,8.34,0.36,26.07,24.38,94.1,1.52,8,0
2023-06-03,27.27,6.74,7.44,0.23,13.6,33.63,79.7,1.56,3,0
2023-06-04,29.09,7.72,9.5,0.3,26.78,49.03,65.0,1.76,3,0
2023-06-05,22.73,8.22,2.39,1.88,74.72,85.01,49.8,0.47,25,1
2023-06-06,25.27,7.58,5.72,0.04,15.26,13.67,87.3,1.62,2,0
2023-06-07,25.61,6.84,9.15,0.19,24.49,11.92,85.0,1.93,8,0
2023-06-08,27.68,7.34,8.25,0.07,13.22,18.58,95.6,1.57,5,0
2023-06-09,33.0,8.46,3.04,4.39,74.66,74.82,47.1,0.65,12,1
2023-06-10,26.5,7.38,6.61,0.13,32.92,44.34,100.0,1.57,5,0
2023-06-11,27.34,6.96,7.65,0.3,18.45,21.73,91.0,2.06,5,0
2023-06-12,24.27,7.29,7.28,0.13,8.51,15.72,91.1,2.11,1,0
2023-06-13,25.68,7.07,5.5,0.5,33.42,49.44,70.9,1.5,3,0
2023-06-14,29.31,6.99,6.0,0.01,19.06,12.25,97.7,1.93,5,0
2023-06-15,27.01,7.0,7.65,0.8,20.69,35.18,77.3,1.57,3,0
2023-06-16,33.0,8.3,2.47,2.62,65.9,80.43,32.3,0.88,36,1
2023-06-17,29.49,6.5,8.04,0.5,25.54,16.5,71.8,2.25,3,0
2023-06-18,27.05,6.67,8.01,0.55,30.15,28.75,84.1,1.22,6,0
2023-06-19,25.23,6.86,8.43,0.18,8.87,48.16,71.3,1.86,3,0
2023-06-20,29.39,7.03,9.27,0.24,21.83,45.07,85.7,1.39,2,0
2023-06-21,25.82,6.87,6.99,0.01,15.52,33.6,73.2,1.09,8,0
2023-06-22,23.33,6.98,8.08,0.2,14.86,35.34,84.7,1.66,1,0
2023-06-23,32.86,8.32,3.18,3.34,57.75,66.73,31.2,0.4,37,1
2023-06-24,26.11,7.02,6.77,0.23,15.68,45.77,81.3,1.45,2,0
2023-06-25,23.77,7.01,7.77,0.23,32.72,19.44,85.4,1.76,2,0
2023-06-26,20.94,8.23,2.89,2.39,54.72,85.81,35.5,0.64,26,1
2023-06-27,19.46,8.34,3.97,2.74,53.91,78.8,47.6,0.75,26,1
2023-06-28,29.12,6.54,5.8,0.69,23.23,19.77,65.0,1.69,1,0
2023-06-29,32.04,5.65,2.14,3.95,52.32,60.64,50.9,0.9,15,1
2023-06-30,24.9,7.23,8.25,0.8,21.7,32.86,75.2,1.98,3,0
2023-07-01,32.46,5.57,3.2,2.86,52.33,71.78,34.0,0.34,21,1
2023-07-02,20.72,6.05,3.18,3.12,85.74,63.73,55.5,0.75,27,1
2023-07-03,33.0,8.48,3.44,3.95,56.29,87.83,36.0,0.4,30,1
2023-07-04,32.45,5.79,3.71,2.58,82.12,91.49,48.7,0.62,24,1
2023-07-05,24.36,6.64,5.5,0.23,7.0,19.16,65.0,2.13,5,0
2023-07-06,27.5,7.3,6.75,0.07,26.42,29.76,88.9,1.58,5,0
2023-07-07,26.33,7.42,6.79,0.01,22.95,32.62,92.2,2.17,5,0
2023-07-08,25.24,6.87,8.47,0.03,32.56,41.6,100.0,1.52,1,0
2023-07-09,21.1,8.5,2.47,3.93,64.95,70.9,36.8,0.66,24,1
2023-07-10,19.05,8.23,3.34,4.22,65.59,72.14,52.1,0.57,20,1
2023-07-11,21.33,8.33,2.78,3.73,62.49,67.7,36.4,0.61,26,1
2023-07-12,28.24,6.92,5.84,0.03,34.91,30.09,78.2,1.74,4,0
2023-07-13,31.87,8.41,3.31,2.54,68.03,79.59,34.7,0.41,38,1
2023-07-14,20.59,6.02,4.45,3.94,89.01,74.28,46.6,0.45,32,1
2023-07-15,24.49,7.15,5.67,0.03,12.3,38.89,92.1,1.77,3,0
2023-07-16,26.01,7.1,5.62,0.16,31.78,42.7,72.6,1.46,4,0
2023-07-17,22.47,6.84,8.96,0.48,17.76,10.9,84.7,1.79,5,0
2023-07-18,29.51,5.92,2.69,2.94,79.31,89.04,36.2,0.31,30,1
2023-07-19,32.34,5.98,3.43,3.93,68.2,86.98,42.7,0.51,31,1
2023-07-20,22.37,7.06,6.37,0.08,16.68,21.55,98.4,1.43,6,0
2023-07-21,18.39,6.18,2.84,3.7,54.8,62.63,51.8,0.6,20,1
2023-07-22,23.71,6.98,7.04,0.49,33.86,41.6,78.4,1.77,6,0
2023-07-23,28.28,7.08,8.6,0.35,6.55,36.8,86.0,1.54,4,0
2023-07-24,24.86,6.95,9.5,0.41,6.65,28.21,81.4,2.36,6,0
2023-07-25,25.89,7.4,7.98,0.23,24.85,39.51,65.0,1.92,4,0
2023-07-26,18.72,8.31,2.22,1.13,71.59,80.33,38.2,0.54,39,1
2023-07-27,28.15,6.84,6.87,0.13,13.62,21.85,82.2,1.12,4,0
2023-07-28,22.7,7.69,6.5,0.05,34.74,19.27,86.7,1.85,3,0
2023-07-29,32.21,6.14,4.21,4.25,94.77,66.09,41.9,0.75,39,1
2023-07-30,24.88,7.28,9.5,0.01,31.85,44.41,91.8,1.03,2,0
2023-07-31,23.27,6.98,7.22,0.8,27.06,21.26,82.6,1.73,5,0
2023-08-01,26.81,7.01,9.5,0.24,30.93,39.36,93.2,2.03,2,0
2023-08-02,25.1,7.1,6.56,0.06,31.45,48.45,95.4,1.67,0,0
2023-08-03,25.4,6.95,6.28,0.06,7.52,23.06,93.6,1.4,1,0
2023-08-04,25.22,6.88,6.49,0.01,17.97,43.6,73.1,1.58,5,0
2023-08-05,24.41,7.55,6.62,0.31,22.83,25.34,100.0,2.04,1,0
2023-08-06,18.73,5.86,4.06,2.04,87.8,87.05,36.9,0.38,12,1
2023-08-07,23.91,6.93,5.78,0.8,17.59,35.54,69.7,1.49,4,0
2023-08-08,19.4,8.36,2.46,4.04,84.95,86.98,55.3,0.76,12,1
2023-08-09,25.8,6.92,9.5,0.09,21.75,19.02,100.0,1.83,4,0
2023-08-10,22.75,6.72,9.5,0.8,26.66,36.28,87.6,1.84,2,0
2023-08-11,24.69,6.89,6.59,0.45,33.24,12.9,73.5,2.01,3,0
2023-08-12,24.87,7.19,6.03,0.52,6.24,36.82,87.1,1.96,8,0
2023-08-13,27.66,7.35,7.35,0.01,9.92,27.54,100.0,1.9,7,0
2023-08-14,18.0,5.68,3.23,1.29,68.15,67.72,42.6,0.42,16,1
2023-08-15,27.61,7.12,8.47,0.41,17.76,23.84,69.4,2.3,7,0
2023-08-16,19.08,8.43,4.27,1.63,60.69,94.0,35.4,0.81,22,1
2023-08-17,24.16,6.75,9.5,0.33,7.86,36.08,100.0,1.44,1,0
2023-08-18,21.54,6.51,9.5,0.08,12.04,45.35,65.8,1.5,4,0
2023-08-19,23.03,6.61,9.5,0.13,21.01,41.27,68.9,1.56,3,0
2023-08-20,27.49,6.9,6.82,0.02,24.2,18.99,86.9,1.43,4,0
2023-08-21,24.61,7.12,7.72,0.13,20.97,15.03,68.3,1.72,3,0
2023-08-22,20.3,8.48,2.04,1.85,87.39,90.26,53.1,0.37,34,1
2023-08-23,24.67,6.68,8.5,0.32,16.82,36.05,88.0,1.47,4,0
2023-08-24,27.41,7.14,7.13,0.12,25.03,42.31,94.6,1.92,4,0
2023-08-25,25.66,6.62,5.5,0.36,16.66,27.95,78.6,1.3,1,0
2023-08-26,26.55,7.46,5.5,0.6,20.57,29.17,78.2,1.28,7,0
2023-08-27,30.94,6.26,2.15,4.27,65.82,63.55,44.6,0.45,29,1
2023-08-28,21.33,7.02,8.65,0.26,7.69,38.71,88.2,1.68,5,0
2023-08-29,29.05,6.27,4.04,2.31,73.69,63.93,30.1,0.68,30,1
2023-08-30,22.89,6.8,5.5,0.55,32.0,24.14,100.0,1.92,4,0
2023-08-31,22.87,7.67,5.64,0.06,27.11,44.51,83.1,1.66,1,0
2023-09-01,21.26,7.08,9.5,0.21,34.63,15.46,68.1,1.46,5,0
2023-09-02,27.24,6.51,8.35,0.02,7.57,45.77,79.2,1.4,2,0
2023-09-03,24.69,6.53,8.0,0.23,14.73,23.32,93.3,1.91,3,0
2023-09-04,27.21,7.16,6.12,0.07,21.07,13.87,100.0,1.61,5,0
2023-09-05,31.9,8.4,3.56,1.31,83.99,64.47,54.8,0.77,11,1
2023-09-06,18.0,5.79,2.6,2.78,87.14,69.79,58.3,0.82,15,1
2023-09-07,24.67,7.0,6.92,0.8,8.49,42.7,89.6,1.98,4,0
2023-09-08,23.57,7.16,6.15,0.13,34.27,35.64,82.7,1.76,6,0
2023-09-09,23.4,6.7,8.26,0.17,14.35,30.25,85.5,1.42,4,0
2023-09-10,29.97,5.89,3.74,4.44,60.76,64.98,33.6,0.48,28,1
2023-09-11,30.59,6.3,2.55,1.61,79.51,89.68,51.7,0.78,39,1
2023-09-12,23.82,7.11,5.5,0.2,10.31,25.48,82.7,1.39,5,0
2023-09-13,21.7,7.15,5.5,0.31,19.98,20.64,77.4,1.58,6,0
2023-09-14,31.85,8.28,4.33,1.89,85.15,88.88,44.9,0.53,31,1
2023-09-15,25.18,6.81,7.75,0.22,9.51,39.5,100.0,1.74,1,0
2023-09-16,22.46,7.39,6.03,0.45,24.84,17.41,71.7,2.06,1,0
2023-09-17,29.24,5.68,2.51,1.42,77.68,87.11,49.3,0.62,39,1
2023-09-18,25.49,6.77,6.94,0.19,8.42,29.44,85.4,1.95,2,0
2023-09-19,28.42,5.85,2.41,1.96,91.77,83.66,44.9,0.31,30,1
2023-09-20,19.3,5.71,3.89,2.61,87.89,85.5,53.3,0.69,20,1
2023-09-21,22.37,7.27,9.5,0.03,25.56,13.67,88.0,1.7,3,0
2023-09-22,25.1,6.74,7.87,0.05,7.81,33.09,83.2,2.01,5,0
2023-09-23,19.54,5.94,3.54,3.41,66.89,78.85,45.7,0.81,35,1
2023-09-24,28.82,8.4,2.37,2.07,89.45,94.87,41.0,0.57,29,1
2023-09-25,23.09,6.89,6.91,0.15,17.07,44.97,80.9,2.24,2,0
2023-09-26,18.0,5.72,3.59,1.52,81.29,86.11,59.5,0.43,13,1
2023-09-27,24.17,6.66,7.21,0.12,18.02,13.54,89.8,1.29,7,0
2023-09-28,23.26,7.33,9.5,0.06,15.87,23.38,100.0,1.54,4,0
2023-09-29,25.54,6.89,8.1,0.49,18.75,29.32,84.7,2.23,5,0
2023-09-30,24.71,7.04,6.04,0.09,32.19,19.98,76.1,1.97,3,0
2023-10-01,18.0,5.78,2.87,4.15,50.98,83.23,58.9,0.64,16,1
2023-10-02,22.39,7.15,8.33,0.29,19.83,49.18,89.5,1.49,4,0
2023-10-03,18.0,5.7,3.36,4.43,60.23,74.14,46.3,0.78,26,1
2023-10-04,23.84,6.75,5.6,0.8,30.5,36.76,84.4,1.0,3,0
2023-10-05,21.99,6.81,7.41,0.46,11.04,20.34,80.2,1.41,6,0
